,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
268,questionary,tmbo/questionary,"Python library to build pretty command line user prompts Easy to use multi-select lists, confirmations, free text..",,cli-helpers,https://github.com/tmbo/questionary,https://github.com/tmbo/questionary,MIT,2018-12-01 17:55:17.000000,2021-09-14 10:20:30.000000,2021-08-31 16:31:31.000000,48.0,61.0,727.0,2021-07-15 10:11:00.000000,1.10.0,20.0,26.0,23.0,20,True,386.0,,questionary,,,94.0,,https://pypi.org/project/questionary,2021-07-15 10:11:00.000000,94.0,,,,,3.0,-5.0,,,,,,,,,
269,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000000,2021-09-09 19:44:40.000000,2021-09-09 19:44:40.000000,38.0,21.0,626.0,2021-03-27 22:23:47.000000,1.3.2,8.0,10.0,7.0,20,True,58.0,,unsync,,3127.0,88.0,78.0,https://pypi.org/project/unsync,2021-03-27 22:23:47.000000,10.0,3127.0,,,,3.0,,,,,,,,,,
270,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000000,2021-09-22 10:11:10.000000,2020-12-04 20:46:52.000000,87.0,203.0,574.0,2020-10-14 10:18:49.000000,0.11.1,40.0,29.0,44.0,20,True,442.0,,aiocache,,,671.0,547.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000000,124.0,,,,,3.0,-5.0,,,,,,,,,
271,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000000,2021-09-22 04:14:22.000000,2021-07-05 14:51:17.000000,36.0,38.0,388.0,2021-05-12 00:01:27.000000,0.3.5,10.0,10.0,46.0,20,True,327.0,,odmantic,,9888.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000000,,9888.0,,,,3.0,,,,,,,,,,
272,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000000,2020-11-04 14:26:15.000000,2020-08-07 16:32:54.000000,28.0,13.0,237.0,2020-03-09 17:40:07.000000,2.1.0,29.0,11.0,5.0,20,False,334.0,,queries,,1989.0,147.0,97.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000000,50.0,1989.0,,,,3.0,,,,,,,,,,
273,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000000,2021-02-22 07:12:02.000000,2020-11-25 09:45:42.000000,34.0,8.0,201.0,2020-11-25 09:35:49.000000,0.3.4,12.0,12.0,19.0,20,True,96.0,,price-parser,,59596.0,102.0,102.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000000,0.0,59596.0,,,,3.0,,,,,,,,,,
274,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000000,2021-09-07 23:52:51.000000,2020-02-09 19:26:00.000000,112.0,40.0,1297.0,2016-09-11 02:13:18.000000,1.2,3.0,4.0,,19,False,103.0,,pypattyrn,,1408.0,15.0,15.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000000,0.0,1408.0,,,,3.0,,,,,,,,,,
275,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000000,2021-09-19 12:05:14.000000,2021-09-15 16:44:57.000000,44.0,23.0,382.0,2020-11-26 11:55:53.000000,1.5.0,44.0,13.0,22.0,19,True,210.0,,cachier,,,206.0,192.0,https://pypi.org/project/cachier,2020-11-26 11:50:37.000000,14.0,,,,,3.0,,,,,,,,,,
276,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000000,2020-03-08 21:45:00.000000,2018-03-07 14:51:59.000000,17.0,11.0,246.0,2015-12-20 08:56:50.000000,0.4.2,8.0,7.0,3.0,19,False,89.0,conda-forge/valideer,valideer,,25766.0,76.0,46.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000000,30.0,25507.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261000,16846.0,3.0,,,,,,,,,,
277,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000000,2021-07-12 08:04:42.000000,2021-07-12 08:04:42.000000,11.0,20.0,208.0,2021-03-10 16:40:20.000000,1.2.1,23.0,7.0,1.0,19,True,371.0,,validr,,10765.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000000,4.0,10765.0,,,,3.0,,,,,,,,,,
278,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000000,2021-06-02 03:05:24.000000,2021-02-17 20:59:41.000000,13.0,5.0,155.0,2020-12-04 17:53:17.000000,0.1.12,13.0,3.0,8.0,19,True,132.0,,gsheetsdb,,9575.0,95.0,92.0,https://pypi.org/project/gsheetsdb,2020-12-04 17:53:17.000000,3.0,9575.0,,,,3.0,,,,,,,,,,
279,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000000,2021-09-05 12:13:23.000000,2021-04-02 11:44:23.000000,5.0,5.0,78.0,2018-08-02 15:41:30.000000,1.1.0,6.0,2.0,3.0,19,False,130.0,conda-forge/coolname,coolname,,50040.0,270.0,248.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000000,22.0,48702.0,https://anaconda.org/conda-forge/coolname,2021-01-11 15:13:03.517000,12048.0,3.0,,,,,,,,,,
280,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000000,2021-09-22 19:06:18.000000,2021-09-22 19:06:18.000000,56.0,35.0,464.0,2021-06-12 11:02:31.000000,1.1.3,15.0,14.0,6.0,18,False,,,email-validator,,,132.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000000,132.0,,,,,3.0,,,,,,,,,,
281,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000000,2021-09-22 21:12:19.000000,2021-09-20 14:25:44.000000,15.0,5.0,231.0,2021-09-20 14:26:16.000000,14.4.6,151.0,13.0,10.0,18,True,591.0,,aiomisc,,,106.0,102.0,https://pypi.org/project/aiomisc,2021-09-20 14:26:16.000000,4.0,,,,,3.0,,,,,,,,,,
282,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000000,2021-09-18 01:24:44.000000,2021-09-18 01:24:19.000000,7.0,204.0,16.0,2021-07-30 21:08:11.000000,5.2.2,43.0,20.0,4.0,18,False,,,importlib-resources,,13847120.0,0.0,,https://pypi.org/project/importlib-resources,2021-07-30 21:08:00.000000,0.0,13847120.0,,,,3.0,,,,,,,,,,
283,Phoenix,wxWidgets/Phoenix,"wxPython's Project Phoenix. A new implementation of wxPython, better, stronger, faster than he was before.",,gui-dev,https://github.com/wxWidgets/Phoenix,https://github.com/wxWidgets/Phoenix,,2012-07-17 06:22:25.000000,2021-08-31 18:12:38.000000,2021-01-29 23:51:05.000000,431.0,791.0,1659.0,2018-03-23 21:06:34.000000,wxPython-4.0.0,2.0,101.0,452.0,17,False,5165.0,,,1753.0,41.0,,,,,,,,,,3.0,,,,,,,,,,
284,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000000,2021-06-25 15:46:27.000000,2020-09-07 18:32:58.000000,158.0,38.0,1019.0,2020-07-17 16:16:44.000000,0.4.3,9.0,11.0,73.0,17,True,236.0,,excalibur-py,7964.0,1054.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000000,,827.0,,,,3.0,,,,,,,,,,
285,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000000,2019-02-13 18:15:09.000000,2018-10-12 11:40:26.000000,24.0,6.0,629.0,2018-09-18 21:25:30.000000,1.0.19,19.0,6.0,7.0,17,False,216.0,,lazydata,,39.0,10.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000000,2.0,39.0,,,,3.0,,,,,,,,,,
286,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000000,2021-07-13 03:16:46.000000,2021-03-31 15:36:33.000000,17.0,20.0,453.0,2020-09-13 05:35:42.000000,0.2.2,24.0,11.0,15.0,17,True,256.0,,pugsql,,2672.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000000,1.0,2672.0,,,,3.0,,,,,,,,,,
287,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000000,2021-08-21 03:10:32.000000,2021-05-01 02:25:44.000000,10.0,1.0,55.0,2019-03-26 17:03:46.000000,0.7.2,4.0,40.0,16.0,17,False,523.0,,docopt-ng,,,46.0,44.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000000,2.0,,,,,3.0,,,,,,,,,,
288,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000000,2020-03-27 17:26:46.000000,2017-11-22 02:08:58.000000,657.0,77.0,10380.0,,,,30.0,81.0,16,False,331.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
289,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000000,2020-05-09 09:06:06.000000,2019-08-27 13:16:09.000000,21.0,1.0,680.0,2018-11-22 02:36:13.000000,0.0.78,57.0,2.0,5.0,16,False,221.0,,supersqlite,,217.0,9.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000000,0.0,217.0,,,,3.0,,,,,,,,,,
290,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000000,2021-01-06 00:10:58.000000,2020-11-03 23:27:20.000000,46.0,28.0,636.0,2020-11-03 23:27:47.000000,1.2,15.0,5.0,30.0,16,True,76.0,,csvs-to-sqlite,,2105.0,4.0,,https://pypi.org/project/csvs-to-sqlite,2020-11-03 23:29:03.000000,4.0,2105.0,,,,3.0,,,,,,,,,,
291,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000000,2021-07-06 16:14:01.000000,2021-02-05 14:00:03.000000,5.0,11.0,83.0,2021-02-05 14:01:42.000000,1.9.1,27.0,2.0,8.0,16,False,182.0,,cleverdict,,185.0,11.0,11.0,https://pypi.org/project/cleverdict,2021-02-05 13:58:12.000000,0.0,185.0,,,,3.0,,,,,,,,,,
292,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000000,2021-07-09 22:23:16.000000,2018-01-15 02:44:36.000000,7.0,,42.0,2018-01-15 02:19:08.000000,0.1.1,1.0,1.0,1.0,16,False,5.0,,millify,,55288.0,108.0,104.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000000,4.0,55288.0,,,,3.0,,,,,,,,,,
293,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000000,2021-09-22 02:11:34.000000,2021-09-21 11:56:14.000000,7.0,74.0,130.0,2021-09-21 12:10:24.000000,2.7.0,102.0,5.0,14.0,15,True,,,typical,,1541.0,2.0,,https://pypi.org/project/typical,2021-09-21 12:10:24.000000,2.0,1541.0,,,,3.0,,,,,,,,,,
294,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000000,2019-02-12 13:08:18.000000,2016-10-11 00:37:04.000000,275.0,5.0,1305.0,,,,9.0,26.0,14,False,34.0,,,,,7.0,7.0,,,,,,,,3.0,,,,,,,,,,
295,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000000,2020-08-13 16:59:05.000000,2020-08-02 07:43:02.000000,56.0,56.0,1050.0,2020-06-21 20:04:58.000000,0.12.1,6.0,29.0,11.0,14,False,247.0,,colout,,,2.0,2.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000000,,,,,,3.0,,,,,,,,,,
296,psycopg3,psycopg/psycopg3,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000000,2021-09-23 14:48:38.000000,2021-09-23 01:59:19.000000,21.0,34.0,435.0,,,,7.0,8.0,13,True,1395.0,,,,,,,,,,,,,,3.0,,,psycopg/psycopg,,,,,,,
297,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000000,2021-09-18 11:33:53.000000,2021-08-11 18:33:11.000000,51.0,255.0,747.0,,,,999.0,11.0,11,False,,,,,,,,,,,,,,,3.0,,,,,,,,,,
298,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000000,2020-04-15 08:28:06.000000,2020-04-15 08:28:04.000000,31.0,13.0,326.0,,,,12.0,3.0,11,False,1489.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
